,ID,Status,Latitude,Longitude,Max_Speed,Min_Pressure,Low_Rad_NE,Low_Rad_SE,Low_Rad_SW,Low_Rad_NW,Med_Rad_NE,Med_Rad_SE,Med_Rad_SW,Med_Rad_NW,High_Rad_NE,High_Rad_SE,High_Rad_SW,High_Rad_NW,Time
46,AL021970, TS,24.1,-86.6,45.0,1008.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-20 18:00:00
47,AL021970, TS,25.0,-86.6,50.0,1003.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-21 00:00:00
48,AL021970, TS,25.8,-86.7,55.0,1004.0,,,,,,,,,0.0,0.0,0.0,0.0,1970-07-21 06:00:00
49,AL021970, TS,26.6,-86.6,55.0,1006.0,,,,,,,,,0.0,0.0,0.0,0.0,1970-07-21 12:00:00
50,AL021970, TS,27.5,-86.3,55.0,,,,,,,,,,0.0,0.0,0.0,0.0,1970-07-21 18:00:00
51,AL021970, TS,28.3,-86.0,45.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-22 00:00:00
52,AL021970, TS,29.2,-85.5,40.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-22 06:00:00
53,AL021970, TD,29.9,-85.1,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-22 12:00:00
54,AL021970, TD,31.7,-84.7,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-22 18:00:00
55,AL021970, TD,33.4,-85.2,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-23 00:00:00
56,AL021970, TD,35.3,-86.0,25.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-23 06:00:00
57,AL021970, TD,37.2,-86.9,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-23 12:00:00
58,AL031970, TD,33.0,-76.5,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-27 12:00:00
59,AL031970, TD,33.5,-76.2,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-27 18:00:00
60,AL031970, TD,34.0,-76.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-28 00:00:00
61,AL031970, TD,34.5,-75.7,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-28 06:00:00
62,AL031970, TD,35.0,-75.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-28 12:00:00
63,AL031970, TD,34.8,-74.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-28 18:00:00
64,AL031970, TD,34.7,-73.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-29 00:00:00
65,AL031970, TD,34.6,-72.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-29 06:00:00
66,AL031970, TD,34.5,-71.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-29 12:00:00
67,AL031970, TD,33.9,-69.2,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-29 18:00:00
68,AL031970, TD,33.2,-67.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-30 00:00:00
69,AL031970, TD,32.6,-64.7,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-30 06:00:00
70,AL031970, TD,32.0,-62.5,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-30 12:00:00
71,AL031970, TD,32.7,-61.3,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-30 18:00:00
72,AL031970, TD,33.5,-60.2,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-31 00:00:00
73,AL031970, TD,34.2,-59.1,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-31 06:00:00
74,AL031970, TD,35.0,-58.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-31 12:00:00
75,AL031970, TD,36.2,-57.7,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-31 18:00:00
76,AL031970, TD,37.5,-57.3,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-01 00:00:00
77,AL031970, TD,38.9,-56.9,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-01 06:00:00
78,AL031970, TD,40.0,-56.5,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-01 12:00:00
79,AL031970, TD,42.0,-56.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-01 18:00:00
80,AL041970, TD,18.5,-82.5,25.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-31 00:00:00
81,AL041970, TD,19.5,-82.9,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-31 06:00:00
82,AL041970, TD,20.3,-83.2,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-31 12:00:00
83,AL041970, TD,21.1,-83.8,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-07-31 18:00:00
84,AL041970, TD,21.9,-84.3,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-01 00:00:00
85,AL041970, TD,22.7,-85.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-01 06:00:00
86,AL041970, TS,23.3,-85.8,45.0,993.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-01 12:00:00
87,AL041970, TS,23.9,-86.5,60.0,990.0,,,,,,,,,0.0,0.0,0.0,0.0,1970-08-01 18:00:00
88,AL041970, HU,24.3,-87.2,100.0,965.0,,,,,,,,,,,,,1970-08-02 00:00:00
89,AL041970, HU,24.9,-88.3,90.0,975.0,,,,,,,,,,,,,1970-08-02 06:00:00
90,AL041970, HU,25.3,-89.6,85.0,986.0,,,,,,,,,,,,,1970-08-02 12:00:00
91,AL041970, HU,25.8,-90.8,85.0,984.0,,,,,,,,,,,,,1970-08-02 18:00:00
92,AL041970, HU,26.2,-92.0,80.0,,,,,,,,,,,,,,1970-08-03 00:00:00
93,AL041970, HU,26.6,-93.5,75.0,988.0,,,,,,,,,,,,,1970-08-03 06:00:00
94,AL041970, HU,27.0,-94.9,90.0,971.0,,,,,,,,,,,,,1970-08-03 12:00:00
95,AL041970, HU,27.5,-96.3,110.0,945.0,,,,,,,,,,,,,1970-08-03 18:00:00
96,AL041970, HU,28.1,-97.8,70.0,950.0,,,,,,,,,,,,,1970-08-04 00:00:00
97,AL041970, TS,28.6,-99.3,55.0,985.0,,,,,,,,,0.0,0.0,0.0,0.0,1970-08-04 06:00:00
98,AL041970, TS,29.1,-100.8,50.0,992.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-04 12:00:00
99,AL041970, TS,29.7,-102.1,35.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-04 18:00:00
100,AL041970, TD,30.3,-103.3,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-05 00:00:00
101,AL041970, TD,30.9,-104.8,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-05 06:00:00
102,AL041970, TD,31.5,-105.8,25.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-05 12:00:00
103,AL041970, TD,32.3,-107.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-05 18:00:00
104,AL051970, TD,14.0,-18.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-02 12:00:00
105,AL051970, TD,14.5,-19.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-02 18:00:00
106,AL051970, TD,15.0,-21.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-03 00:00:00
107,AL051970, TD,15.5,-22.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-03 06:00:00
108,AL051970, TD,16.0,-24.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-03 12:00:00
109,AL051970, TD,16.3,-25.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-03 18:00:00
110,AL051970, TD,16.7,-27.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-04 00:00:00
111,AL051970, TD,17.1,-28.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-04 06:00:00
112,AL051970, TD,17.5,-30.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-04 12:00:00
113,AL051970, TD,17.5,-31.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-04 18:00:00
114,AL051970, TD,17.5,-33.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-05 00:00:00
115,AL051970, TD,17.5,-34.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-05 06:00:00
116,AL051970, TD,17.5,-36.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-05 12:00:00
117,AL051970, TD,17.5,-38.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-05 18:00:00
118,AL051970, TD,17.5,-40.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-06 00:00:00
119,AL051970, TD,17.5,-42.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-06 06:00:00
120,AL051970, TD,17.5,-44.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-06 12:00:00
121,AL061970, TD,28.0,-75.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-05 12:00:00
122,AL061970, TD,28.0,-76.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-05 18:00:00
123,AL061970, TD,28.0,-77.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-06 00:00:00
124,AL061970, TD,28.0,-78.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-06 06:00:00
125,AL061970, TD,28.0,-79.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-06 12:00:00
126,AL061970, TD,28.0,-80.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-06 18:00:00
127,AL061970, TD,28.0,-81.0,,,,,,,,,,,,,,,1970-08-07 00:00:00
128,AL071970, TD,19.0,-21.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-11 12:00:00
129,AL071970, TD,19.0,-22.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-11 18:00:00
130,AL071970, TD,19.0,-23.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-12 00:00:00
131,AL071970, TD,19.0,-24.8,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-12 06:00:00
132,AL071970, TD,19.0,-26.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-12 12:00:00
133,AL071970, TD,19.0,-27.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-12 18:00:00
134,AL071970, TD,19.0,-29.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-13 00:00:00
135,AL071970, TD,19.0,-30.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-13 06:00:00
136,AL071970, TD,19.0,-32.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-13 12:00:00
137,AL071970, TD,18.8,-33.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-13 18:00:00
138,AL071970, TD,18.5,-35.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-14 00:00:00
139,AL071970, TD,18.2,-36.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-14 06:00:00
140,AL071970, TD,18.0,-38.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-14 12:00:00
141,AL071970, TD,18.0,-39.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-14 18:00:00
142,AL071970, TD,18.0,-41.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-15 00:00:00
143,AL071970, TD,18.0,-42.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-15 06:00:00
144,AL071970, TD,18.0,-44.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-15 12:00:00
145,AL071970, TD,18.0,-46.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-15 18:00:00
146,AL071970, TD,18.0,-48.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-16 00:00:00
147,AL071970, TD,18.0,-50.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-16 06:00:00
148,AL071970, TD,18.0,-52.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-16 12:00:00
149,AL071970, TD,18.5,-53.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-16 18:00:00
150,AL071970, TD,19.0,-55.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-17 00:00:00
151,AL071970, TD,19.5,-56.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-17 06:00:00
152,AL071970, TD,20.0,-58.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-17 12:00:00
153,AL071970, TD,20.5,-59.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-17 18:00:00
154,AL071970, TD,21.0,-61.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-18 00:00:00
155,AL071970, TD,21.5,-62.5,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-18 06:00:00
156,AL071970, TD,22.0,-64.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-18 12:00:00
157,AL081970, TD,27.0,-75.5,25.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-15 12:00:00
158,AL081970, TD,28.3,-77.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-15 18:00:00
159,AL081970, TD,29.5,-78.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-16 00:00:00
160,AL081970, TD,30.0,-78.4,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-16 06:00:00
161,AL081970, TD,30.5,-78.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-16 12:00:00
162,AL081970, TD,31.0,-78.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-16 18:00:00
163,AL081970, TD,32.5,-78.0,30.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-17 00:00:00
164,AL081970, TD,33.5,-78.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-17 06:00:00
165,AL081970, TD,35.0,-76.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-17 12:00:00
166,AL081970, TD,36.0,-75.5,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-17 18:00:00
167,AL081970, TS,37.0,-72.5,40.0,1005.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-18 00:00:00
